Exercice,Branche,Code Produit,Désignation Produit,Sous-Branche,Date Survenance,Règlement
2015,Risques Industriels,IN,Incendie Risques Annexes,Incendie,25/02/2015,13750.0
2014,Risques Industriels,VM,Vol De Marchandise,Risque simple,23/04/2013,7650.79
2016,Risques Industriels,MH,Multirisques Habitation,Risque simple,14/11/2015,7651.14
2014,Risques Industriels,RG,RC Générale,Responsabilité Civile,14/01/2014,23500.0
2017,Risques Industriels,VM,Vol De Marchandise,Risque simple,16/02/2017,7651.63
2017,Risques Industriels,IN,Incendie Risques Annexes,Incendie,19/07/2016,13749.15
2020,Risques Industriels,IN,Incendie Risques Annexes,Incendie,15/02/2017,13746.7
2020,Risques Industriels,IN,Incendie Risques Annexes,Incendie,08/03/2017,13746.7
2021,Risques Industriels,RG,RC Générale,Responsabilité Civile,01/02/2016,23500.0
2018,Risques Industriels,RG,RC Générale,Responsabilité Civile,11/11/2018,23500.0
2018,Risques Industriels,IM,Incendie Risques Multisites,Incendie,30/10/2017,13746.6
2023,Risques Industriels,RG,RC Générale,Responsabilité Civile,17/09/2023,23500.0
2020,Risques Industriels,RG,RC Générale,Responsabilité Civile,18/02/2020,23500.0
2022,Risques Industriels,IM,Incendie Risques Multisites,Incendie,24/11/2022,13746.42
2019,Risques Industriels,IN,Incendie Risques Annexes,Incendie,26/09/2019,13745.62
2020,Risques Industriels,MH,Multirisques Habitation,Risque simple,02/10/2019,7656.0
2022,Risques Industriels,RG,RC Générale,Responsabilité Civile,02/07/2022,23500.0
2021,Risques Industriels,MI,Multirisques Immeubles,Incendie,13/05/2020,13744.5
2021,Risques Industriels,IN,Incendie Risques Annexes,Incendie,27/04/2021,13744.0
2023,Risques Industriels,RG,RC Générale,Responsabilité Civile,29/11/2022,23500.0
2022,Risques Industriels,IM,Incendie Risques Multisites,Incendie,09/08/2021,13743.32
2020,Risques Industriels,IN,Incendie Risques Annexes,Incendie,29/09/2019,13741.31
2023,Risques Industriels,RG,RC Générale,Responsabilité Civile,22/06/2019,23500.0
2017,Risques Industriels,MI,Multirisques Immeubles,Incendie,24/07/2016,13739.41
2023,Risques Industriels,IM,Incendie Risques Multisites,Incendie,24/04/2023,13732.84
2019,Risques Industriels,VM,Vol De Marchandise,Risque simple,16/04/2018,7660.27
2022,Risques Industriels,IN,Incendie Risques Annexes,Incendie,16/11/2021,13728.47
2019,Risques Industriels,IN,Incendie Risques Annexes,Incendie,09/11/2018,13726.96
2017,Risques Industriels,MI,Multirisques Immeubles,Incendie,22/10/2017,13725.46
2021,Risques Industriels,IM,Incendie Risques Multisites,Incendie,25/03/2021,13724.65
2020,Risques Industriels,IM,Incendie Risques Multisites,Incendie,31/08/2019,13723.16
2014,Risques Industriels,IN,Incendie Risques Annexes,Incendie,10/04/2014,13720.96
2021,Risques Industriels,IN,Incendie Risques Annexes,Incendie,13/04/2021,13720.75
2018,Risques Industriels,MI,Multirisques Immeubles,Incendie,13/01/2018,13720.31
2014,Risques Industriels,RG,RC Générale,Responsabilité Civile,18/03/2014,23500.0
2020,Risques Industriels,IM,Incendie Risques Multisites,Incendie,16/12/2019,13720.0
2014,Risques Industriels,VM,Vol De Marchandise,Risque simple,13/02/2013,7664.51
2018,Risques Industriels,IM,Incendie Risques Multisites,Incendie,08/07/2018,13720.0
2021,Risques Industriels,IN,Incendie Risques Annexes,Incendie,29/05/2021,13718.77
2014,Risques Industriels,IN,Incendie Risques Annexes,Incendie,27/11/2013,13716.63
2020,Risques Industriels,RG,RC Générale,Responsabilité Civile,28/07/2020,23500.0
2019,Risques Industriels,VM,Vol De Marchandise,Risque simple,02/12/2018,7665.37
2022,Risques Industriels,IN,Incendie Risques Annexes,Incendie,11/04/2022,13713.69
2017,Risques Industriels,IN,Incendie Risques Annexes,Incendie,26/08/2017,13711.45
2023,Risques Industriels,IM,Incendie Risques Multisites,Incendie,23/05/2023,13710.2
2022,Risques Industriels,IN,Incendie Risques Annexes,Incendie,27/09/2022,13707.56
2020,Risques Industriels,IN,Incendie Risques Annexes,Incendie,01/07/2020,13707.12
2016,Risques Industriels,IN,Incendie Risques Annexes,Incendie,02/07/2015,13705.62
2022,Risques Industriels,IN,Incendie Risques Annexes,Incendie,04/05/2022,13703.32
2017,Risques Industriels,IN,Incendie Risques Annexes,Incendie,29/03/2017,13702.33
2023,Risques Industriels,IM,Incendie Risques Multisites,Incendie,11/10/2022,13702.27
2015,Risques Industriels,IN,Incendie Risques Annexes,Incendie,01/10/2015,13701.75
2022,Risques Industriels,IN,Incendie Risques Annexes,Incendie,23/01/2016,13700.01
2016,Risques Industriels,RG,RC Générale,Responsabilité Civile,08/02/2016,23500.0
2019,Risques Industriels,IN,Incendie Risques Annexes,Incendie,24/02/2019,13700.0
2017,Risques Industriels,IN,Incendie Risques Annexes,Incendie,17/01/2017,13699.08
2020,Risques Industriels,RG,RC Générale,Responsabilité Civile,30/05/2019,23480.0
2016,Risques Industriels,IN,Incendie Risques Annexes,Incendie,09/12/2014,13698.1
2020,Risques Industriels,RG,RC Générale,Responsabilité Civile,11/12/2018,23478.35
2019,Risques Industriels,RG,RC Générale,Responsabilité Civile,31/01/2019,23465.0
2020,Risques Industriels,IN,Incendie Risques Annexes,Incendie,22/08/2019,13697.53
2018,Risques Industriels,IN,Incendie Risques Annexes,Incendie,29/10/2018,13696.93
2019,Risques Industriels,IM,Incendie Risques Multisites,Incendie,25/03/2019,13695.51
2023,Risques Industriels,IM,Incendie Risques Multisites,Incendie,24/07/2023,13695.15
2023,Risques Industriels,IM,Incendie Risques Multisites,Incendie,24/07/2023,13695.15
2023,Risques Industriels,IN,Incendie Risques Annexes,Incendie,06/09/2023,13692.52
2022,Risques Industriels,RG,RC Générale,Responsabilité Civile,12/07/2019,23460.0
2020,Risques Industriels,IN,Incendie Risques Annexes,Incendie,31/03/2020,13691.4
2018,Risques Industriels,IN,Incendie Risques Annexes,Incendie,07/12/2017,13690.07
2016,Risques Industriels,MH,Multirisques Habitation,Risque simple,25/02/2016,7676.0
2022,Risques Industriels,VM,Vol De Marchandise,Risque simple,25/05/2017,7676.02
2018,Risques Industriels,IN,Incendie Risques Annexes,Incendie,21/09/2017,13688.37
2021,Risques Industriels,MI,Multirisques Immeubles,Incendie,08/04/2021,13687.95
2023,Risques Industriels,IN,Incendie Risques Annexes,Incendie,23/11/2022,13687.77
2019,Risques Industriels,IM,Incendie Risques Multisites,Incendie,22/02/2019,13686.59
2021,Risques Industriels,IN,Incendie Risques Annexes,Incendie,23/08/2018,13684.33
2017,Risques Industriels,MP,Multirisques Professionnelles,Risque simple,10/09/2017,7678.03
2023,Risques Industriels,IM,Incendie Risques Multisites,Incendie,26/12/2022,13683.1
2019,Risques Industriels,RG,RC Générale,Responsabilité Civile,28/07/2019,23450.0
2020,Risques Industriels,IM,Incendie Risques Multisites,Incendie,25/01/2020,13682.72
2020,Risques Industriels,MP,Multirisques Professionnelles,Risque simple,24/06/2019,7679.06
2016,Risques Industriels,IN,Incendie Risques Annexes,Incendie,28/03/2015,13682.66
2015,Risques Industriels,IN,Incendie Risques Annexes,Incendie,15/04/2015,13679.91
2014,Risques Industriels,MH,Multirisques Habitation,Risque simple,08/08/2013,7680.0
2019,Risques Industriels,IN,Incendie Risques Annexes,Incendie,18/01/2018,13679.43
2015,Risques Industriels,IN,Incendie Risques Annexes,Incendie,23/08/2015,13678.45
2018,Risques Industriels,IM,Incendie Risques Multisites,Incendie,30/05/2018,13677.36
2022,Risques Industriels,RG,RC Générale,Responsabilité Civile,22/02/2022,23441.25
2017,Risques Industriels,IN,Incendie Risques Annexes,Incendie,17/04/2017,13676.86
2020,Risques Industriels,IN,Incendie Risques Annexes,Incendie,27/12/2019,13675.03
2014,Risques Industriels,VM,Vol De Marchandise,Risque simple,10/09/2013,7681.56
2021,Risques Industriels,IN,Incendie Risques Annexes,Incendie,15/05/2019,13675.0
2014,Risques Industriels,MP,Multirisques Professionnelles,Risque simple,10/06/2013,7682.69
2019,Risques Industriels,IN,Incendie Risques Annexes,Incendie,27/03/2019,13673.05
2016,Risques Industriels,IN,Incendie Risques Annexes,Incendie,10/06/2016,13671.83
2020,Risques Industriels,IN,Incendie Risques Annexes,Incendie,06/05/2015,13663.9
2023,Risques Industriels,IN,Incendie Risques Annexes,Incendie,09/09/2022,13663.57
2018,Risques Industriels,VM,Vol De Marchandise,Risque simple,10/09/2018,7687.62
2015,Risques Industriels,VM,Vol De Marchandise,Risque simple,18/03/2012,7688.36
2022,Risques Industriels,IN,Incendie Risques Annexes,Incendie,14/11/2021,13663.37
2022,Risques Industriels,RG,RC Générale,Responsabilité Civile,20/08/2019,23437.05
2017,Risques Industriels,MI,Multirisques Immeubles,Incendie,14/01/2016,13658.0
2018,Risques Industriels,IN,Incendie Risques Annexes,Incendie,14/01/2018,13655.24
2019,Risques Industriels,MI,Multirisques Immeubles,Incendie,08/02/2018,13652.98
2018,Risques Industriels,VM,Vol De Marchandise,Risque simple,22/10/2017,7690.0
2021,Risques Industriels,RG,RC Générale,Responsabilité Civile,06/11/2020,23435.47
2020,Risques Industriels,IN,Incendie Risques Annexes,Incendie,13/12/2019,13652.5
2021,Risques Industriels,IN,Incendie Risques Annexes,Incendie,29/04/2017,13651.86
2020,Risques Industriels,IM,Incendie Risques Multisites,Incendie,12/07/2018,13650.73
2022,Risques Industriels,IM,Incendie Risques Multisites,Incendie,18/03/2022,13649.6
2014,Risques Industriels,MP,Multirisques Professionnelles,Risque simple,08/11/2014,25803.0
2019,Risques Industriels,IM,Incendie Risques Multisites,Incendie,19/04/2019,13648.27
2015,Risques Industriels,IN,Incendie Risques Annexes,Incendie,01/02/2015,13647.94
2022,Risques Industriels,MI,Multirisques Immeubles,Incendie,25/03/2022,13645.56
2014,Risques Industriels,VM,Vol De Marchandise,Risque simple,02/12/2013,7694.48
2020,Risques Industriels,RG,RC Générale,Responsabilité Civile,15/01/2020,23434.53
2023,Risques Industriels,IM,Incendie Risques Multisites,Incendie,10/02/2022,13645.01
2018,Risques Industriels,IN,Incendie Risques Annexes,Incendie,20/01/2017,13642.87
2022,Risques Industriels,RG,RC Générale,Responsabilité Civile,06/02/2022,23430.0
2020,Risques Industriels,IN,Incendie Risques Annexes,Incendie,07/06/2016,13641.98
2018,Risques Industriels,IN,Incendie Risques Annexes,Incendie,28/02/2018,13640.32
2023,Risques Industriels,RG,RC Générale,Responsabilité Civile,13/11/2022,23430.0
2022,Risques Industriels,RG,RC Générale,Responsabilité Civile,23/12/2021,23429.39
2015,Risques Industriels,IN,Incendie Risques Annexes,Incendie,19/03/2015,13640.0
2015,Risques Industriels,IN,Incendie Risques Annexes,Incendie,19/03/2015,13640.0
2020,Risques Industriels,IN,Incendie Risques Annexes,Incendie,24/06/2020,13638.74
2022,Risques Industriels,IM,Incendie Risques Multisites,Incendie,01/06/2022,13632.9
2022,Risques Industriels,IM,Incendie Risques Multisites,Incendie,19/03/2022,13632.9
2016,Risques Industriels,IN,Incendie Risques Annexes,Incendie,19/04/2016,13628.02
2018,Risques Industriels,IN,Incendie Risques Annexes,Incendie,08/03/2018,13627.92
2021,Risques Industriels,IN,Incendie Risques Annexes,Incendie,01/02/2018,13627.72
2018,Risques Industriels,RG,RC Générale,Responsabilité Civile,10/01/2017,23420.0
2021,Risques Industriels,RG,RC Générale,Responsabilité Civile,15/11/2019,23420.0
2022,Risques Industriels,RG,RC Générale,Responsabilité Civile,01/02/2022,23415.95
2022,Risques Industriels,RG,RC Générale,Responsabilité Civile,29/03/2022,23403.08
2015,Risques Industriels,IN,Incendie Risques Annexes,Incendie,02/09/2014,13626.63
2023,Risques Industriels,MH,Multirisques Habitation,Risque simple,16/01/2023,7700.0
2021,Risques Industriels,RG,RC Générale,Responsabilité Civile,08/11/2021,23402.0
2022,Risques Industriels,IM,Incendie Risques Multisites,Incendie,23/03/2022,13625.52
2020,Risques Industriels,RG,RC Générale,Responsabilité Civile,13/11/2019,23400.0
2022,Risques Industriels,RG,RC Générale,Responsabilité Civile,15/07/2022,23400.0
2022,Risques Industriels,IN,Incendie Risques Annexes,Incendie,23/12/2021,13623.76
2021,Risques Industriels,MP,Multirisques Professionnelles,Risque simple,23/12/2019,7700.0
2018,Risques Industriels,RG,RC Générale,Responsabilité Civile,25/01/2018,23400.0
2017,Risques Industriels,RG,RC Générale,Responsabilité Civile,26/08/2017,23400.0
2015,Risques Industriels,IN,Incendie Risques Annexes,Incendie,25/11/2015,13622.0
2023,Risques Industriels,RG,RC Générale,Responsabilité Civile,23/12/2016,23400.0
2018,Risques Industriels,IN,Incendie Risques Annexes,Incendie,23/09/2017,13621.88
2018,Risques Industriels,RG,RC Générale,Responsabilité Civile,02/07/2018,23400.0
2016,Risques Industriels,RG,RC Générale,Responsabilité Civile,23/07/2009,23400.0
2015,Risques Industriels,MH,Multirisques Habitation,Risque simple,28/07/2015,7700.0
2021,Risques Industriels,RG,RC Générale,Responsabilité Civile,08/01/2021,23400.0
2022,Risques Industriels,MH,Multirisques Habitation,Risque simple,04/10/2021,25800.0
2017,Risques Industriels,RG,RC Générale,Responsabilité Civile,05/08/2016,23400.0
2015,Risques Industriels,RG,RC Générale,Responsabilité Civile,10/02/2015,23395.01
2020,Risques Industriels,IS,Incendie Risques Simples,Incendie,21/11/2019,7700.28
2022,Risques Industriels,IM,Incendie Risques Multisites,Incendie,02/11/2021,13619.25
2015,Risques Industriels,RG,RC Générale,Responsabilité Civile,06/08/2015,23380.0
2018,Risques Industriels,VM,Vol De Marchandise,Risque simple,25/11/2018,7700.99
2021,Risques Industriels,IN,Incendie Risques Annexes,Incendie,24/01/2021,13616.35
2023,Risques Industriels,IN,Incendie Risques Annexes,Incendie,05/11/2023,13613.9
2015,Risques Industriels,RG,RC Générale,Responsabilité Civile,20/08/2014,23379.67
2019,Risques Industriels,IN,Incendie Risques Annexes,Incendie,18/10/2017,13612.5
2014,Risques Industriels,IN,Incendie Risques Annexes,Incendie,06/08/2014,13609.45
2019,Risques Industriels,IN,Incendie Risques Annexes,Incendie,14/10/2019,13609.39
2021,Risques Industriels,IN,Incendie Risques Annexes,Incendie,09/01/2021,13609.12
2022,Risques Industriels,IN,Incendie Risques Annexes,Incendie,21/02/2022,13608.6
2018,Risques Industriels,RG,RC Générale,Responsabilité Civile,23/02/2017,23375.0
2022,Risques Industriels,IN,Incendie Risques Annexes,Incendie,26/10/2018,13607.95
2020,Risques Industriels,IN,Incendie Risques Annexes,Incendie,23/02/2020,13605.5
2017,Risques Industriels,VM,Vol De Marchandise,Risque simple,13/06/2016,7704.9
2015,Risques Industriels,IN,Incendie Risques Annexes,Incendie,24/08/2014,13604.9
2018,Risques Industriels,RG,RC Générale,Responsabilité Civile,21/02/2018,23375.0
2023,Risques Industriels,RG,RC Générale,Responsabilité Civile,25/06/2019,23362.0
2015,Risques Industriels,VM,Vol De Marchandise,Risque simple,24/01/2015,7706.17
2020,Risques Industriels,IN,Incendie Risques Annexes,Incendie,12/08/2020,13601.29
2014,Risques Industriels,VM,Vol De Marchandise,Risque simple,15/01/2014,7706.75
2019,Risques Industriels,VM,Vol De Marchandise,Risque simple,17/12/2018,7706.96
2019,Risques Industriels,VM,Vol De Marchandise,Risque simple,11/12/2018,7706.96
2020,Risques Industriels,IM,Incendie Risques Multisites,Incendie,25/06/2019,13600.14
2021,Risques Industriels,RG,RC Générale,Responsabilité Civile,05/07/2021,23352.0
2018,Risques Industriels,RG,RC Générale,Responsabilité Civile,14/03/2016,23346.0
2021,Risques Industriels,IM,Incendie Risques Multisites,Incendie,03/04/2021,13600.0
2017,Risques Industriels,VM,Vol De Marchandise,Risque simple,01/11/2016,7709.58
2022,Risques Industriels,MI,Multirisques Immeubles,Incendie,06/10/2021,13596.75
2019,Risques Industriels,IN,Incendie Risques Annexes,Incendie,01/04/2019,13596.19
2021,Risques Industriels,IN,Incendie Risques Annexes,Incendie,23/09/2021,13592.02
2019,Risques Industriels,VM,Vol De Marchandise,Risque simple,25/02/2018,7710.85
2022,Risques Industriels,IN,Incendie Risques Annexes,Incendie,22/09/2022,13591.05
2023,Risques Industriels,IN,Incendie Risques Annexes,Incendie,12/05/2023,13587.5
2022,Risques Industriels,IN,Incendie Risques Annexes,Incendie,15/08/2022,13586.48
2018,Risques Industriels,IN,Incendie Risques Annexes,Incendie,25/03/2018,13586.32
2022,Risques Industriels,IM,Incendie Risques Multisites,Incendie,16/04/2021,13585.32
2019,Risques Industriels,VM,Vol De Marchandise,Risque simple,03/06/2015,7712.33
2016,Risques Industriels,MI,Multirisques Immeubles,Incendie,20/12/2016,13585.0
2016,Risques Industriels,MI,Multirisques Immeubles,Incendie,20/11/2016,13585.0
2014,Risques Industriels,MI,Multirisques Immeubles,Incendie,25/02/2014,13584.0
2022,Risques Industriels,MI,Multirisques Immeubles,Incendie,21/04/2022,13583.81
2021,Risques Industriels,RG,RC Générale,Responsabilité Civile,11/11/2019,23340.57
2022,Risques Industriels,RG,RC Générale,Responsabilité Civile,18/01/2019,23327.13
2022,Risques Industriels,RG,RC Générale,Responsabilité Civile,22/05/2022,23324.0
2022,Risques Industriels,IM,Incendie Risques Multisites,Incendie,06/12/2021,13583.77
2021,Risques Industriels,MI,Multirisques Immeubles,Incendie,02/10/2021,13581.47
2019,Risques Industriels,VM,Vol De Marchandise,Risque simple,23/03/2018,7716.0
2019,Risques Industriels,RG,RC Générale,Responsabilité Civile,06/08/2018,23323.72
2022,Risques Industriels,IM,Incendie Risques Multisites,Incendie,23/10/2021,13577.7
2021,Risques Industriels,RG,RC Générale,Responsabilité Civile,22/09/2019,23307.0
2021,Risques Industriels,RG,RC Générale,Responsabilité Civile,11/05/2020,23300.0
2018,Risques Industriels,VM,Vol De Marchandise,Risque simple,03/11/2017,7719.43
2023,Risques Industriels,RG,RC Générale,Responsabilité Civile,10/09/2017,23300.0
2018,Risques Industriels,IN,Incendie Risques Annexes,Incendie,27/10/2017,13576.18
2022,Risques Industriels,IN,Incendie Risques Annexes,Incendie,01/03/2018,13574.0
2023,Risques Industriels,RG,RC Générale,Responsabilité Civile,23/11/2022,23300.0
2021,Risques Industriels,RG,RC Générale,Responsabilité Civile,12/12/2020,23300.0
2018,Risques Industriels,VM,Vol De Marchandise,Risque simple,04/04/2018,7721.66
2023,Risques Industriels,RG,RC Générale,Responsabilité Civile,05/10/2022,23300.0
2018,Risques Industriels,VM,Vol De Marchandise,Risque simple,17/10/2015,7723.08
2019,Risques Industriels,IN,Incendie Risques Annexes,Incendie,14/07/2018,13570.94
2023,Risques Industriels,IN,Incendie Risques Annexes,Incendie,26/06/2022,13570.0
2022,Risques Industriels,IM,Incendie Risques Multisites,Incendie,09/08/2021,13569.0
2016,Risques Industriels,MI,Multirisques Immeubles,Incendie,10/07/2016,13568.58
2023,Risques Industriels,RG,RC Générale,Responsabilité Civile,23/01/2023,23299.96
2018,Risques Industriels,IM,Incendie Risques Multisites,Incendie,30/09/2018,13567.35
2017,Risques Industriels,IN,Incendie Risques Annexes,Incendie,08/03/2016,13566.22
2023,Risques Industriels,RG,RC Générale,Responsabilité Civile,23/08/2023,23288.3
2014,Risques Industriels,IN,Incendie Risques Annexes,Incendie,23/07/2014,13565.03
2023,Risques Industriels,RG,RC Générale,Responsabilité Civile,22/10/2023,23275.0
2017,Risques Industriels,MI,Multirisques Immeubles,Incendie,02/03/2016,13565.0
2017,Risques Industriels,IN,Incendie Risques Annexes,Incendie,02/02/2016,13562.2
2014,Risques Industriels,IN,Incendie Risques Annexes,Incendie,08/12/2013,13562.0
2020,Risques Industriels,IN,Incendie Risques Annexes,Incendie,23/11/2020,13560.32
2015,Risques Industriels,RG,RC Générale,Responsabilité Civile,31/01/2014,23263.17
2019,Risques Industriels,RG,RC Générale,Responsabilité Civile,25/02/2018,23239.0
2014,Risques Industriels,IN,Incendie Risques Annexes,Incendie,21/09/2013,13560.1
2014,Risques Industriels,RG,RC Générale,Responsabilité Civile,02/10/2013,23219.95
2022,Risques Industriels,RG,RC Générale,Responsabilité Civile,14/02/2019,23214.07
2018,Risques Industriels,VM,Vol De Marchandise,Risque simple,24/09/2018,7730.98
2021,Risques Industriels,IN,Incendie Risques Annexes,Incendie,10/12/2020,13560.09
2017,Risques Industriels,PE,Perte D'exploitation,Incendie,26/03/2017,13558.86
2021,Risques Industriels,RP,RC Professionnelle,Responsabilité Civile,01/01/2009,25777.24
2017,Risques Industriels,PE,Perte D'exploitation,Incendie,22/02/2017,13558.86
2020,Risques Industriels,IN,Incendie Risques Annexes,Incendie,16/06/2020,13555.15
2015,Risques Industriels,MP,Multirisques Professionnelles,Risque simple,03/08/2011,7731.9
2021,Risques Industriels,MI,Multirisques Immeubles,Incendie,28/07/2021,13554.0
2023,Risques Industriels,RG,RC Générale,Responsabilité Civile,25/07/2023,23212.0
2018,Risques Industriels,VM,Vol De Marchandise,Risque simple,10/07/2018,7733.75
2022,Risques Industriels,IM,Incendie Risques Multisites,Incendie,01/02/2022,13554.0
2015,Risques Industriels,RG,RC Générale,Responsabilité Civile,09/10/2014,23205.0
2023,Risques Industriels,IN,Incendie Risques Annexes,Incendie,10/12/2021,13552.67
2021,Risques Industriels,RG,RC Générale,Responsabilité Civile,25/04/2021,23205.0
2018,Risques Industriels,RG,RC Générale,Responsabilité Civile,05/08/2018,23205.0
2021,Risques Industriels,IN,Incendie Risques Annexes,Incendie,31/07/2018,13552.41
2023,Risques Industriels,IM,Incendie Risques Multisites,Incendie,22/10/2022,13552.22
2018,Risques Industriels,IM,Incendie Risques Multisites,Incendie,28/06/2017,13550.45
2021,Risques Industriels,IN,Incendie Risques Annexes,Incendie,29/05/2019,13550.0
2022,Risques Industriels,IN,Incendie Risques Annexes,Incendie,21/08/2015,13550.0
2022,Risques Industriels,IM,Incendie Risques Multisites,Incendie,08/12/2020,13549.83
2016,Risques Industriels,VM,Vol De Marchandise,Risque simple,21/04/2013,7738.87
2017,Risques Industriels,VM,Vol De Marchandise,Risque simple,20/04/2016,7738.92
2021,Risques Industriels,RG,RC Générale,Responsabilité Civile,25/01/2021,23200.0
2022,Risques Industriels,IN,Incendie Risques Annexes,Incendie,23/12/2021,13549.53
2019,Risques Industriels,IN,Incendie Risques Annexes,Incendie,15/09/2019,13547.38
2022,Risques Industriels,IN,Incendie Risques Annexes,Incendie,14/04/2021,13547.2
2015,Risques Industriels,VM,Vol De Marchandise,Risque simple,25/01/2012,7739.98
2023,Risques Industriels,IM,Incendie Risques Multisites,Incendie,03/06/2023,13545.99
2023,Risques Industriels,MH,Multirisques Habitation,Risque simple,15/05/2023,25775.0
2021,Risques Industriels,IN,Incendie Risques Annexes,Incendie,06/04/2018,13545.9
2022,Risques Industriels,IN,Incendie Risques Annexes,Incendie,31/05/2022,13545.5
2022,Risques Industriels,IM,Incendie Risques Multisites,Incendie,23/10/2021,13545.5
2019,Risques Industriels,IN,Incendie Risques Annexes,Incendie,03/12/2018,13545.12
2023,Risques Industriels,IM,Incendie Risques Multisites,Incendie,18/07/2023,13542.49
2019,Risques Industriels,IN,Incendie Risques Annexes,Incendie,30/06/2019,13542.42
2017,Risques Industriels,IN,Incendie Risques Annexes,Incendie,11/10/2016,13541.51
2019,Risques Industriels,IN,Incendie Risques Annexes,Incendie,07/05/2018,13536.07
2019,Risques Industriels,MH,Multirisques Habitation,Risque simple,03/09/2019,25745.25
2023,Risques Industriels,RG,RC Générale,Responsabilité Civile,15/08/2023,23200.0
2023,Risques Industriels,IM,Incendie Risques Multisites,Incendie,19/10/2022,13535.88
2014,Risques Industriels,IN,Incendie Risques Annexes,Incendie,07/12/2013,13535.51
2021,Risques Industriels,IM,Incendie Risques Multisites,Incendie,22/02/2021,13531.86
2021,Risques Industriels,IM,Incendie Risques Multisites,Incendie,24/11/2019,13530.79
2022,Risques Industriels,IN,Incendie Risques Annexes,Incendie,15/05/2022,13530.6
2017,Risques Industriels,IN,Incendie Risques Annexes,Incendie,16/12/2016,13529.28
2023,Risques Industriels,IM,Incendie Risques Multisites,Incendie,16/02/2023,13527.44
2018,Risques Industriels,IN,Incendie Risques Annexes,Incendie,22/12/2017,13525.68
2017,Risques Industriels,IN,Incendie Risques Annexes,Incendie,23/02/2016,13525.41
2023,Risques Industriels,IM,Incendie Risques Multisites,Incendie,27/01/2023,13523.7
2018,Risques Industriels,IN,Incendie Risques Annexes,Incendie,04/11/2017,13523.56
2014,Risques Industriels,IN,Incendie Risques Annexes,Incendie,10/09/2012,13521.58
2023,Risques Industriels,RG,RC Générale,Responsabilité Civile,29/12/2019,23183.73
2022,Risques Industriels,RG,RC Générale,Responsabilité Civile,28/02/2022,23175.0
2014,Risques Industriels,IN,Incendie Risques Annexes,Incendie,14/01/2014,13517.06
2019,Risques Industriels,MI,Multirisques Immeubles,Incendie,27/11/2018,13516.71
2021,Risques Industriels,IN,Incendie Risques Annexes,Incendie,13/12/2020,13513.32
2015,Risques Industriels,IN,Incendie Risques Annexes,Incendie,08/07/2014,13513.31
2019,Risques Industriels,IM,Incendie Risques Multisites,Incendie,26/09/2018,13512.68
2015,Risques Industriels,IN,Incendie Risques Annexes,Incendie,01/08/2014,13508.28
2019,Risques Industriels,RG,RC Générale,Responsabilité Civile,29/01/2019,23164.8
2014,Risques Industriels,IN,Incendie Risques Annexes,Incendie,07/01/2011,13506.58
2021,Risques Industriels,RG,RC Générale,Responsabilité Civile,06/08/2021,23138.69
2021,Risques Industriels,IM,Incendie Risques Multisites,Incendie,22/07/2018,13505.74
2017,Risques Industriels,IN,Incendie Risques Annexes,Incendie,27/05/2009,13505.56
2021,Risques Industriels,IM,Incendie Risques Multisites,Incendie,14/11/2020,13505.5
2021,Risques Industriels,IN,Incendie Risques Annexes,Incendie,08/09/2020,13504.9
2022,Risques Industriels,IM,Incendie Risques Multisites,Incendie,08/03/2021,13502.85
2019,Risques Industriels,IN,Incendie Risques Annexes,Incendie,25/01/2019,13502.3
2014,Risques Industriels,IN,Incendie Risques Annexes,Incendie,22/09/2011,13500.0
2015,Risques Industriels,IN,Incendie Risques Annexes,Incendie,18/09/2012,13500.0
2016,Risques Industriels,VM,Vol De Marchandise,Risque simple,01/06/2015,7751.83
2015,Risques Industriels,VM,Vol De Marchandise,Risque simple,17/03/2015,7751.97
2023,Risques Industriels,MP,Multirisques Professionnelles,Risque simple,27/08/2023,7752.73
2022,Risques Industriels,IM,Incendie Risques Multisites,Incendie,30/07/2018,13500.0
2015,Risques Industriels,IN,Incendie Risques Annexes,Incendie,21/04/2015,13500.0
2020,Risques Industriels,IN,Incendie Risques Annexes,Incendie,23/06/2020,13500.0
2015,Risques Industriels,IN,Incendie Risques Annexes,Incendie,01/09/2009,13500.0
2019,Risques Industriels,MI,Multirisques Immeubles,Incendie,26/02/2019,13500.0
2015,Risques Industriels,IN,Incendie Risques Annexes,Incendie,29/05/2012,13500.0
2016,Risques Industriels,RG,RC Générale,Responsabilité Civile,12/05/2013,23128.0
2023,Risques Industriels,IM,Incendie Risques Multisites,Incendie,28/09/2022,13500.0
2018,Risques Industriels,VM,Vol De Marchandise,Risque simple,22/03/2018,7754.27
2021,Risques Industriels,IM,Incendie Risques Multisites,Incendie,16/12/2020,13500.0
2018,Risques Industriels,IN,Incendie Risques Annexes,Incendie,21/06/2017,13500.0
2020,Risques Industriels,IN,Incendie Risques Annexes,Incendie,25/11/2018,13500.0
2015,Risques Industriels,RG,RC Générale,Responsabilité Civile,24/03/2015,23120.0
2014,Risques Industriels,IN,Incendie Risques Annexes,Incendie,17/11/2014,13500.0
2019,Risques Industriels,RG,RC Générale,Responsabilité Civile,23/11/2019,23120.0
2023,Risques Industriels,MI,Multirisques Immeubles,Incendie,28/02/2018,13500.0
2019,Risques Industriels,MI,Multirisques Immeubles,Incendie,29/05/2019,13500.0
